id	user	icon	portrait	English	Japanese	JPN notes	French	Italian	German	Spanish	Craig's Notes	FIGS Notes/Questions	Final Notes	ENG Character Count
				We told the ghost dude of our intention to detonate The Megatome atop Mingi Taw & release The Gogolithic Mass from immortality.	私は幽霊のおじさんに、;ミンギ・トウの頂上で~絶世の大書を塵とし、;ゴゴリチク・マスから~不死の力を奪うつもり;であることを伝えた。		Nous avons fait part au fantôme de notre intention de faire exploser le Mégatome au-dessus de Mingi Taw & lever l'immortalité de la Masse Gogolithique.	Raccontammo al tipo spettrale l'intenzione di far esplodere il Megatomo sul Mingi Taw e liberare la Massa Gogolitica dall'immortalità.	Wir erzählten dem Geistertypen, dass wir den Megawälzer auf Mingi Taw in die Luft jagen & die gogolithische Masse von ihrer Unsterblichkeit befreien wollten.	Le contamos al tipo fantasma que queríamos detonar el Megatomo en la cima de Mingi Tau y liberar a la Masa Gogolítica de la inmortalidad.				127
			Archetype/trifecta	We asked about The Trigon Trifecta & the locations of the remaining two Trigons but his response was irritatingly obtuse.	次にトライゴン・トライフェクタと;残り２つの~トライゴンの場所についても;聞いてみたが、~おじさんの答えは;腹立たしいほど~漠然としていた。		Nous l'avons interrogé sur le Trigone Triple et sur l'emplacement des deux autres Trigones mais sa réponse était toujours la même.	Chiedemmo del Triplice trigono e dove si trovassero gli altri due trigoni, ma la sua risposta fu irritantemente ottusa.	Wir befragten ihn zur Trigon-Dreiheit & dem Fundort der beiden anderen Trigons, aber seine Antwort war ätzend vage.	Le preguntamos por la Trifecta de Trígonos y las ubicaciones de los dos Trígonos restantes, pero nos dio una respuesta frustrante y poco clara.				121
				The remaining two Trigons exist only in the dreams of the mountain folk.	「残りのトライゴンは;どちらも山の民の~夢の中にだけ存在する」		Les deux autres trigones n'existent que dans les rêves du peuple des montagnes.	Gli altri due trigoni esistono solo nei sogni dei montanari.	Die übrigen zwei Trigons existieren nur in den Träumen der Bergler.	Los dos Trígonos restantes existen solo en los sueños de los montañeses.				72
				Locating the remaining two Trigons is not so much a question of where as it is when & how.	「トライゴンを探すなら、場所じゃなくて;~タイミングと手段に留意しなさい」		Le vrai problème n'était pas de savoir où étaient les deux autres Trigones, mais plutôt quand et comment les trouver. 	Il vero problema non è dove siano gli altri due trigoni, ma quando e come trovarli.	Das Auffinden der beiden letzten Trigons hat weniger mit "wo", als mit "wann & wie" zu tun.	Para encontrar los dos Trígonos restantes, es más importante cuándo y cómo que dónde.				90
				The glowing ghost dude sure did talk a lot of unhelpful nonsense.	このおじさん、光ったりできるくせに、;~役に立たない事ばかりを実に長々としゃべる。		Le fantôme luminescent parlait très souvent pour ne rien dire.	Il tipo spettrale sapeva certo come dire fesserie a caso.	Der glühende Geistertyp hat echt viel nutzloses Zeug gelabert.	El tipo fantasma resplandeciente dijo un montón de tonterías inútiles.				65
GRAVE_LOGBRIDGE	The Scythian			We spied a collection of graves in a thicket to the side of the old road & we wondered what was up with that.	古道の路傍の茂みの中に、;いくつかの墓が~あった。;何があったのだろうか。		Nous avons aperçu des tombes cachées par des buissons au bord de la vieille route et elles nous intriguaient.	Intravedemmo una serie di tombe in un boschetto a lato dell'antica via e ci chiedemmo a chi appartenessero.	Wir entdeckten eine Reihe Gräber in einem Gebüsch an der alten Straße & fragten uns, was es damit auf sich haben könnte.	Descubrimos un cúmulo de tumbas en un matorral al lado del camino viejo y nos preguntamos qué diablos hacían ahí.				109
GRAVE_LOGBRIDGEGHOST	The Scythian			We approached a collection of graves in a thicket to the side of the old road & we met a few ghosts who seemed friendly.	古道の路傍の茂みの中に、;いくつかの墓が~あった。;フレンドリーな幽霊のいる場所だ。		Nous avons aperçu des tombes cachées par des buissons au bord de la vieille route et rencontré des fantômes amicaux.	Ci avvicinammo a una serie di tombe in un boschetto al fianco dell'antica via e incontrammo dei fantasmi apparentemente amichevoli.	Wir näherten uns ein paar Gräbern in einem Gebüsch an der alten Straße & begegneten ein paar uns freundlich gesinnte Geister.	Nos acercamos a un cúmulo de tumbas en un matorral al lado del camino viejo y conocimos unos fantasmas que parecían amistosos.				120
				The glowing ghost who spoke was a giant we knew from the old stories whose famous portrait demanded obediance. #andre	ぼんやりと光る幽霊が話しかけてきたが、;~その姿はいにしえの伝説にある;「人間山脈」~そのものだった。 #アンドレ		Le fantôme luminescent ayant pris la parole était un géant issu de vieilles légendes dont le célèbre portrait imposait le respect. #andre	Il fantasma luminoso che aveva parlato era un gigante che conoscevamo da antichi racconti e che sapevamo meritare rispetto. #andre	Der glühende Geist, der sprach, war ein Riese, den wir aus den Legenden kannten. Sein Anblick allein verlangte Gehorsam.	El fantasma resplandeciente que habló era un gigante que conocíamos de historias antiguas cuyo retrato famoso exigía obediencia. #andre				117
			Archetype/trifecta	Last year before the yuletide I assembled a posse & we set out to re-assemble The Trigon Trifecta.	「あれは去年の冬至前くらいだったか、;俺は~再びトライゴン・トライフェクタを;探すべく、~仲間に集合をかけた」		L'année dernière avant les fêtes, j'ai mobilisé un groupe et nous nous sommes mis en quête de réunir le Trigone Triple.	Lo scorso anno, prima del Natale, ho messo su una banda per ricomporre il Triplice trigono.	Letztes Jahr vor der Julzeit stellte ich einen Trupp zusammen & wir wollten die Trigon-Dreiheit zusammensetzen.	El año pasado antes de las fiestas formé un grupo y nos propusimos reunir la Trifecta de Trígonos.				98
				We had heard about the gateway to the infinite at the summit of Mingi Taw & we thought it sounded like something cool to see.	「無限の渦への入り口がミンギ・トウの;頂上に~あると聞いたもんだから、;ちょっと見てみたく~なってな」		Nous avions entendu parler du portail de l'infini au sommet de Mingi Taw et nous voulions nous y rendre en personne.	Avevamo sentito parlare delle porte dell'infinito sulla cima del Mingi Taw e pensavamo fosse una buona idea andarci.	Wir hatten von einem Tor zum Unendlichen auf der Spitze von Mingi Taw gehört & dachten, das wäre ein cooler Anblick.	Habíamos escuchado sobre el portal al infinito en la cima de Mingi Tau y creímos que sería algo interesante de ver.				125
			triangle/Triangle	So anyways we tamed The Gold Trigon & scoped out The Trigon Grove before setting out to locate The Bright Moon Trigon.	「で、俺らは何とか黄金のトライゴンを従え、;~トライゴンの森を調査し、;明月のトライゴンを~探し始めた」		Du coup, nous avons maîtrisé le Trigone doré et avons examiné le Bosquet des Trigones avant de chercher celui de la pleine lune.	Alla fine abbiamo soggiogato il Trigono dorato e trovato il Boschetto dei Trigoni prima di cercare il Trigono della luna piena.	So zähmten wir das goldene Trigon & machten uns aus dem Trigon-Hain davon, um das Trigon des hellen Mondes zu finden.	En fin, dominamos el Trígono Dorado y escudriñamos la Arboleda del Trígono antes de partir para buscar el Trígono de la Luna Brillante.				118
				Locating The Bright Moon Trigon didn't go so well...we got totally lost to be honest.	「だが明月のトライゴンはまるで;見つから~なかった。;正直、手がかりはゼロだった」		Localiser le Trigone de la pleine lune ne fut pas facile… nous avons fini par nous perdre.	Trovare il Trigono della luna piena non è stato facile... Ci siamo persi, a dirla tutta.	Das ist ehrlich gesagt nicht so gut gegangen ... Wir haben uns total verlaufen.	No nos fue bien en la búsqueda del Trígono de la Luna Brillante. A decir verdad, nos perdimos por completo.				85
				Slowly we realized the significance of the lunar cycle & its influence on the sprites who slumber in the twilit realms.	「だがしばらく探るうちに、;ここらに眠る~森の精は;月の満ち欠けの影響を強く受ける~ことを;発見したんだ」		Peu à peu, nous avons réalisé l'importance du cycle lunaire et son influence sur les esprits endormis dans les royaumes crépusculaires.	Dopo un po' abbiamo compreso l'importanza del ciclo lunare e la sua influenza sugli spiritelli sopiti nei regni crepuscolari.	Langsam erkannten wir die Bedeutung des Mondzyklus & seinen Einfluss auf die Kobolde, die in den Dämmerreichen schlummerten.	Poco a poco notamos la importancia del ciclo lunar y su influencia sobre los duendecillos que dormitan en los reinos crepusculares.				119
				That's when we sat here & began to monitor the moods of the moon so we might learn when to be where and how.	「ここに留まり始めたのもそのためさ。;月を~見て、いつどこで何をすべきかを;調べて~いたんだよ」		Nous avons donc décidé de nous asseoir ici et de surveiller l'humeur de la lune pour savoir où aller, quand et comment y aller.	In quel momento abbiamo deciso di sederci qui e iniziare a osservare le facce della luna per sapere dove e quando andare.	Wir setzten uns hin & begannen, die Stimmungen des Monds zu beobachten, damit wir mehr über das "wo" und "wie" erfuhren.	En ese momento nos sentamos aquí empezamos a observar los humores de la luna para aprender cuándo, cómo y dónde estar.				108
				We died of boredom waiting around for the moods of the moon to change.	「つまんなくて死にそうだったぜ、;ひたすら~月の満ち欠けばかり気にしてなあ」		Nous sommes morts d'ennui en attendant les changements d'humeur de la lune.	Siamo morti di noia aspettando che la luna cambiasse faccia.	Wir starben vor lauter Langeweile, während wir auf die Stimmungen des Mondes warteten.	Morimos de aburrimiento mientras esperábamos que cambien los humores de la luna.				70
				Ok actually we died because of an argument we had because of boredom.	「まあ、結局俺らは死んだわけだが。;原因は…;~ちょっとしたいざこざのせいだった」		D'accord, en vérité, nous sommes morts suite à une querelle provoquée par ennui.	Beh, in realtà siamo morti a causa di un litigio scaturito dalla noia.	Na gut, eigentlich starben wir wegen eines Streits, den wir aus Langeweile hatten.	Bueno, en realidad morimos por una discusión que tuvimos a causa del aburrimiento.				69
				I don't really want to go into it right now if you don't mind.	「今はこの話はしないでおくぜ。いいだろ？」		Je ne veux pas rentrer dans les détails si cela ne vous dérange pas.	Non ho voglia di parlarne adesso, se non vi dispiace.	Aber darauf würde ich jetzt lieber nicht näher eingehen.	Preferiría no entrar en detalles ahora si no te molesta.				62
				Ok so what happened was that one of our posse was a cheating cheater & we caught him red-handed.	「…とどのつまり、仲間の一人が;ズル~してるのを、俺たちは見ちまったんだ。;~あのズル野郎め」		Si vous insistez.. Ce qui s'est passé, c'est que l'un des nôtres était un fieffé tricheur que nous avons pris la main dans le sac.	E va bene, praticamente abbiamo colto sul fatto uno della banda che si è rivelato un ingannatore ingannevole.	Okay, einer von uns war ein betrügerischer Betrüger & wir erwischten ihn auf frischer Tat.	Bien, lo que pasó fue que uno del grupo era un tramposo taimado y lo atrapamos con las manos en la masa.				96
				A fight broke out & the cheating cheater fled up the old road towards The Perilous Precipice.	「そこでちょっとケンカが始まってな、;~ズル野郎は危難の崖の方へ逃げやがった」		Une bagarre éclata et le fieffé tricheur fila le long de la vieille route vers le Périlleux Précipice.	È scoppiata una rissa e l'ingannatore ingannevole è scappato verso il Precipizio Periglioso.	Wir stritten & der betrügerische Betrüger floh auf der alten Straße in Richtung des Vorsprungs.	Se desató una pelea y el tramposo taimado huyó por el camino viejo hacia el Precipicio Peligroso.				93
